n,rels
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""DrawDown Behavior"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.386979000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Full Payment Only\"""",attributeDetails.attributeDetails.mandatory: ""Optional"",path: [""Repayment"", ""Default"", ""DrawDown Behavior""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Full Payment Only\"",\""title\"":\""DrawDown Behavior\"",\""type\"":\""string\"",\""enum\"":[\""Partial Amount Allowed\"",\""Full Payment Only\"",\""Raise Earmark\"",\""Force Debit\""],\""$id\"":\""https://fyndna.com/DrawDownBehavior.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""DrawDown Behavior"",id: ""ed427413-8d4f-4727-bc18-2398ee34be16"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,updatedOn: ""2023-11-09T09:43:07.386979000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Partial Amount Allowed\"",\""Full Payment Only\"",\""Raise Earmark\"",\""Force Debit\""]"",name: ""DrawDown Behavior""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Include unbilled Penalty for Drawdown"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.389463000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.defaultValue: ""null"",attributeDetails.attributeDetails.mandatory: ""Optional"",path: [""Repayment"", ""Default"", ""Include unbilled Penalty for Drawdown""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""title\"":\""Include unbilled Penalty for Drawdown\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/IncludeunbilledPenaltyforDrawdown.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Include unbilled Penalty for Drawdown"",id: ""53e7bfa3-10a1-4a74-b943-bdd3e9656a18"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,updatedOn: ""2023-11-09T09:43:07.389463000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Include unbilled Penalty for Drawdown""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""DrawDown In"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.391915000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""\""EOD\"""",path: [""Repayment"", ""Default"", ""DrawDown In""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""EOD\"",\""title\"":\""DrawDown In\"",\""type\"":\""string\"",\""enum\"":[\""EOD\"",\""BOD\""],\""$id\"":\""https://fyndna.com/DrawDownIn.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""DrawDown In"",id: ""56de597b-3012-4fef-b586-d44032c8cb9c"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:07.391915000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""EOD\"",\""BOD\""]"",name: ""DrawDown In""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""DrawDown Retry In"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.394323000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""\""EOD\"""",path: [""Repayment"", ""Default"", ""DrawDown Retry In""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""EOD\"",\""title\"":\""DrawDown Retry In\"",\""type\"":\""string\"",\""enum\"":[\""EOD\"",\""BOD\"",\""Both\""],\""$id\"":\""https://fyndna.com/DrawDownRetryIn.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""DrawDown Retry In"",id: ""6dd56e07-20f8-4e4f-bb14-982a046afcc1"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:07.394323000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""EOD\"",\""BOD\"",\""Both\""]"",name: ""DrawDown Retry In""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Maximum Retries (Daily Retry)"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.397250000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.defaultValue: ""5"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Repayment"", ""Default"", ""Maximum Retries (Daily Retry)""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":5,\""title\"":\""Maximum Retries (Daily Retry)\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MaximumRetries(DailyRetry).schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Maximum Retries (Daily Retry)"",id: ""080ecf45-a741-419f-ad13-44bc2e0dcd5d"",attributeDetails.attributeDetails.size: [5],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""number"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,updatedOn: ""2023-11-09T09:43:07.397250000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""99999"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Maximum Retries (Daily Retry)""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Charge Penalty on Retry"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.399651000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Default"", ""Charge Penalty on Retry""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Charge Penalty on Retry\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/ChargePenaltyonRetry.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Charge Penalty on Retry"",id: ""f0f94068-9ade-4edf-98ab-c8b25d5ee996"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:07.399651000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Charge Penalty on Retry""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Drawdown On Next Working Day"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.401920000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Default"", ""Drawdown On Next Working Day""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Drawdown On Next Working Day\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/DrawdownOnNextWorkingDay.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Drawdown On Next Working Day"",id: ""e632d713-5832-4c80-98f7-fe277574683d"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:07.401920000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Drawdown On Next Working Day""})",[]
"(:SECTION:Element {path: [""Repayment"", ""Rate Intimations""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Rate Intimations"",updatedOn: ""2023-11-09T09:43:07.408402000Z"",id: ""4ae10f6b-94f0-4db1-8c8a-afdbea9e5eb1"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:07.408402000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Generate Intimations for Rate Change"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.410707000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Rate Intimations"", ""Generate Intimations for Rate Change""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Generate Intimations for Rate Change\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/GenerateIntimationsforRateChange.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Generate Intimations for Rate Change"",id: ""3e248197-80fc-49b6-8c59-4344aeced458"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:07.410707000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Generate Intimations for Rate Change""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Lead Days for Rate Renewal"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.413124000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Repayment"", ""Rate Intimations"", ""Lead Days for Rate Renewal""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Lead Days for Rate Renewal\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/LeadDaysforRateRenewal.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Lead Days for Rate Renewal"",id: ""11033345-6213-4b34-9913-fc3166d6f0c4"",attributeDetails.attributeDetails.size: [5],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:07.413124000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""100"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Lead Days for Rate Renewal""})",[]
"(:SECTION:Element {path: [""Repayment"", ""Pre-Payments""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Pre-Payments"",id: ""13f77bd2-b423-415d-89e8-cf47f9b65397"",updatedOn: ""2023-11-09T09:43:07.417367000Z"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:07.417367000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Disallow PPF"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.419749000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Pre-Payments"", ""Disallow PPF""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Disallow PPF\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/DisallowPPF.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Disallow PPF"",id: ""01178fa4-60d7-4ee0-bf1f-72638cd41953"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,updatedOn: ""2023-11-09T09:43:07.419749000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Disallow PPF""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Disallow EFS"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.422074000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Pre-Payments"", ""Disallow EFS""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Disallow EFS\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/DisallowEFS.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Disallow EFS"",id: ""5ea98939-7d69-4a71-a9c4-3a1dcbe12991"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,updatedOn: ""2023-11-09T09:43:07.422074000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Disallow EFS""})",[]
